0     ,    8220                      
1     ,    4842                      
2     ,    6926                      
3     ,    3477                      
4     ,    8175                      
5     ,    7349                      
6     ,    5804                      
7     ,    8347                      
8     ,   15199                      
9     ,    3731                      
10    ,     4494                      
11    ,     3518                      
12    ,     4618                      
13    ,     7412                      
14    ,     4265                      
15    ,    16559                      
16    ,     3515                      
17    ,     4122                      
18    ,    12881                      
19    ,     8814                      
20    ,     5214                      
21    ,     4343                      
22    ,     8835                      
23    ,    10184                      
24    ,    15370                      
25    ,     4851                      
26    ,     4714                      
27    ,     4161                      
28    ,    16947                      
29    ,    27182                      
30    ,    13227                      
31    ,    19472                      
32    ,    31399                      
33    ,    21580                      
34    ,    16901                      
35    ,    19199                      
36    ,    13152                      
37    ,    23653                      
38    ,     4490                      
39    ,    31860                      
40    ,    94126                      
41    ,    23654                      
42    ,    40793                      
43    ,    21600                      
44    ,    29265                      
45    ,    14707                      
46    ,    30749                      
47    ,    11736                      
48    ,    20606                      
49    ,    10177                      
50    ,     6380                      
51    ,    10544                      
52    ,     7057                      
53    ,    11584                      
54    ,    11922                      
55    ,     5615                      
56    ,     5476                      
57    ,     8213                      
58    ,     3877                      
59    ,     2923                      
60    ,     3014                      
61    ,     2917                      
62    ,     8412                      
63    ,     3062 
