0     ,  154325                    
1     ,  154329                    
2     ,  154322                    
3     ,  154330                    
4     ,  154413                    
5     ,  154441                    
6     ,  154474                    
7     ,  154466                    
8     ,  154394                    
9     ,  154406                    
10    ,   154381                    
11    ,   154457                    
12    ,   154399                    
13    ,   154514                    
14    ,   154384                    
15    ,   154361                    
16    ,   154405                    
17    ,   154416                    
18    ,   154384                    
19    ,   154341                    
20    ,   154343                    
21    ,   154343                    
22    ,   154350                    
23    ,   154343                    
24    ,   154343                    
25    ,   154333                    
26    ,   154333                    
27    ,   154355                    
28    ,   154359                    
29    ,   154360                    
30    ,   154392                    
31    ,   154359                    
32    ,   154390                    
33    ,   154379                    
34    ,   154366                    
35    ,   154371                    
36    ,   154377                    
37    ,   154448                    
38    ,   154454                    
39    ,   154456                    
40    ,   154449                    
41    ,   154427                    
42    ,   157534                    
43    ,   157610                    
44    ,   154546                    
45    ,   154562                    
46    ,   154563                    
47    ,   156959                    
48    ,   156043                    
49    ,   154802                    
50    ,   154894                    
51    ,   154721                    
52    ,   154729                    
53    ,   154733                    
54    ,   154686                    
55    ,   154651                    
56    ,   154620                    
57    ,   154620                    
58    ,   154464                    
59    ,   154312                    
60    ,   154316                    
61    ,   154316                    
62    ,   154316                    
63    ,   154316                    
