0    ,     2251             
1    ,     2311             
2    ,     2019             
3    ,     1984             
4    ,     1708             
5    ,     1778             
6    ,     1576             
7    ,     2649             
8    ,    12505             
9    ,     1465             
10    ,     2282             
11    ,     1439             
12    ,     2900             
13    ,     3910             
14    ,     1372             
15    ,    14095             
16    ,     1497             
17    ,     1478             
18    ,     1421             
19    ,     1490             
20    ,     2413             
21    ,     2091             
22    ,     1255             
23    ,     3496             
24    ,    10745             
25    ,     1679             
26    ,     2688             
27    ,     2433             
28    ,    12127             
29    ,    11658             
30    ,     1519             
31    ,     2026             
32    ,    10134             
33    ,     1702             
34    ,     1141             
35    ,     1517             
36    ,     1191             
37    ,     1357             
38    ,     1379             
39    ,     1276             
40    ,     1377             
41    ,     1366             
42    ,    24272             
43    ,     4410             
44    ,     5202             
45    ,     3329             
46    ,     3224             
47    ,     3227             
48    ,     3099             
49    ,     5179             
50    ,     3079             
51    ,     3408             
52    ,     3585             
53    ,     3424             
54    ,     3698             
55    ,     3460             
56    ,     3112             
57    ,     3406             
58    ,     2285             
59    ,     1170             
60    ,     1229             
61    ,     1099             
62    ,     6627             
63    ,     1394             
64    ,     5996             
65    ,     2580             
66    ,     4939             
67    ,     1510             
68    ,     6521             
69    ,     5626             
70    ,     4297             
71    ,     5746             
72    ,     2728             
73    ,     2309             
74    ,     2234             
75    ,     2121             
76    ,     1753             
77    ,     3554             
78    ,     2916             
79    ,     2488             
80    ,     2053             
81    ,     2700             
82    ,    11497             
83    ,     7353             
84    ,     2843             
85    ,     2290             
86    ,     7607             
87    ,     6728             
88    ,     4650             
89    ,     3200             
90    ,     2059             
91    ,     1759             
92    ,     4867             
93    ,    15558             
94    ,    11740             
95    ,    17480             
96    ,    21282             
97    ,    19906             
98    ,    15788             
99    ,    17721             
100    ,    11986             
101    ,    22320             
102    ,     3138             
103    ,    30615             
104    ,    92799             
105    ,    22319             
106    ,    16574             
107    ,    17240             
108    ,    24132             
109    ,    11413             
110    ,    27553             
111    ,     8534             
112    ,    17533             
113    ,     5030             
114    ,     3332             
115    ,     7163             
116    ,     3492             
117    ,     8178             
118    ,     8245             
119    ,     2177             
120    ,     2384             
121    ,     4849             
122    ,     1635             
123    ,     1779             
124    ,     1818             
125    ,     1844             
126    ,     1811             
127    ,     1699 
