0     ,   22038                       
1     ,   22038                       
2     ,   22038                       
3     ,   22038                       
4     ,   22039                       
5     ,   22040                       
6     ,   22040                       
7     ,   22042                       
8     ,   22040                       
9     ,   22040                       
10    ,    22040                       
11    ,    22039                       
12    ,    22039                       
13    ,    22039                       
14    ,    22038                       
15    ,    22039                       
16    ,    22039                       
17    ,    22040                       
18    ,    22039                       
19    ,    22038                       
20    ,    22038                       
21    ,    22038                       
22    ,    22039                       
23    ,    22039                       
24    ,    22039                       
25    ,    22039                       
26    ,    22037                       
27    ,    22037                       
28    ,    22037                       
29    ,    22038                       
30    ,    22039                       
31    ,    22037                       
32    ,    22038                       
33    ,    22038                       
34    ,    22038                       
35    ,    22037                       
36    ,    22036                       
37    ,    22038                       
38    ,    22038                       
39    ,    22040                       
40    ,    22040                       
41    ,    22037                       
42    ,    22040                       
43    ,    22037                       
44    ,    22037                       
45    ,    22037                       
46    ,    22037                       
47    ,    22038                       
48    ,    22037                       
49    ,    22037                       
50    ,    22038                       
51    ,    22038                       
52    ,    22039                       
53    ,    22039                       
54    ,    22038                       
55    ,    22038                       
56    ,    22037                       
57    ,    22036                       
58    ,    22036                       
59    ,    22036                       
60    ,    22036                       
61    ,    22037                       
62    ,    22036                       
63    ,    22036              
